Attack_Success_Rate_percent,Bandwidth_Utilization_percent,Data_Velocity_MB_s,Data_Volume_GB,Decryption_Latency_ms,Encryption_Latency_ms,Energy_Consumption_kWh,Energy_per_Throughput,Intrusion_Detection_Accuracy_percent,Latency_Efficiency,Latency_mean,Latency_ms,Packet_Loss_percent,Resource_Utilization_CPU_percent,Resource_Utilization_Memory_percent,Round_Trip_Time_ms,Security_Index,Throughput_Mbps
38.2317090153184,70.86231653301674,48.11224702213725,591.1194621588969,21.343097271090752,35.15367735352754,3.482189228373565,0.023706220632426892,90.52700647647194,4.062913421018587,35.37989022593911,49.64289605319902,0.7846376785416281,69.71518193064176,61.8854959454448,135.23713285147025,52.29529746115354,146.88926093882282
2.542435491408285,80.30682776303445,11.28450685545828,699.1774255622347,47.622924155718685,79.43905173890984,3.2722706711253395,0.060016542648497026,92.41668851069475,0.6778152005839505,43.77430789837282,4.260947800489943,4.303450612058121,84.9805677414234,67.51464028802997,79.3796810532471,89.87425301928647,54.52281198919194
14.323746607405868,87.82299563407594,82.78520825618773,638.7819655310763,67.78263458941274,93.68508805683244,4.297842408317262,0.017551618449427667,94.95298668223153,2.586138205173476,61.357284750514474,22.604131605298218,4.008152607214673,37.10442510488785,40.12860824291081,98.42351574122236,80.62924007482566,244.8687236839892
40.55242242177872,55.3533878742096,89.27893803603048,516.5766736705132,55.76781824605424,71.39967278746504,0.5602321553098656,0.0009050914404421719,89.71214516030369,8.549465635518612,49.04582921816013,19.96999662096112,1.2159190121669794,87.8358324935653,54.99347517797399,64.6373153805742,49.15972273852497,618.9785145192243
22.67470504858445,53.90364450962167,15.603028144641256,247.9838002020746,10.02132478455438,51.927749256456494,0.4767048705699189,0.0005682014829070894,91.87487432564984,15.851260392769191,34.613211220579245,41.89055962072686,1.0273660406928982,62.82487482089767,68.0113733173181,49.824113878181606,69.20016927706538,838.9715354672878
4.079332735722307,85.64970456921918,39.653040642319816,205.19901870433927,39.39342052314598,89.63197356483121,0.7467749323363717,0.0025361902411916923,89.74634495118971,3.2488261108459335,43.605759332197984,1.7918839086167693,2.122278360574492,36.62114423450841,32.80205948666436,79.05150649942138,85.66701221546741,294.44752219492204
0.2612367879767985,52.20725734793936,39.96751651443178,728.1247981726949,94.34167153731342,70.65428735838083,2.8780655056505284,0.0033310371869178074,95.32729218447425,12.058103637741064,66.96735119085149,35.90609467686025,0.7290237011063205,31.57456135910289,77.27680883771819,119.5117144961829,95.06605539649745,864.0148230558354
43.97845824531188,76.84934801217602,67.46526046433118,393.0321502127244,14.964077776492973,10.022459861885226,4.221990870542829,0.005748828008593096,96.98329431131668,66.62840977825671,8.916277276591314,1.762294191395747,0.4198370154144254,57.21683044742335,59.12058661350833,41.836646394679406,53.004836066004806,734.4089724420758
9.174928697903106,95.80824226347733,94.3459825853381,25.379524190529352,56.588237639727,49.51087418973001,3.457518152055841,0.0047087503089425905,85.78740836443913,14.536970939210041,41.260560305142825,17.68256908597148,0.3262631982830893,42.302861668694334,47.04063666295691,112.76410584532084,76.61247966653602,734.2751102101997
22.00103693512433,92.72452188983064,66.24882152607381,163.60740098496746,83.88918130952406,65.39079042389349,3.2700866456357827,0.004633561873858993,93.56722683684202,10.63007807071001,57.91781013468926,24.473458670650253,4.99461917299567,21.97036427801399,50.6528445372306,60.04084520812695,71.56618990171769,705.7392853821343
